pair,slot,algorithm,our_cost,nx_cost,verdict
94,22:00,ucs,500.673929,500.673929,PASS
94,22:00,astar,500.673929,500.673929,PASS
95,22:00,ucs,505.182500,505.182500,PASS
95,22:00,astar,505.182500,505.182500,PASS
96,22:00,ucs,539.911500,539.911500,PASS
96,22:00,astar,539.911500,539.911500,PASS
97,22:00,ucs,628.540893,628.540893,PASS
97,22:00,astar,628.540893,628.540893,PASS
98,22:00,ucs,241.320000,241.320000,PASS
98,22:00,astar,241.320000,241.320000,PASS
99,22:00,ucs,422.934857,422.934857,PASS
99,22:00,astar,422.934857,422.934857,PASS
100,22:00,ucs,493.551429,493.551429,PASS
100,22:00,astar,493.551429,493.551429,PASS
101,22:00,ucs,740.119179,740.119179,PASS
101,22:00,astar,740.119179,740.119179,PASS
102,22:00,ucs,543.504964,543.504964,PASS
102,22:00,astar,543.504964,543.504964,PASS
103,22:00,ucs,311.221696,311.221696,PASS
103,22:00,astar,311.221696,311.221696,PASS
104,22:00,ucs,489.356429,489.356429,PASS
104,22:00,astar,489.356429,489.356429,PASS
105,22:00,ucs,460.478339,460.478339,PASS
105,22:00,astar,460.478339,460.478339,PASS
106,22:00,ucs,527.508411,527.508411,PASS
106,22:00,astar,527.508411,527.508411,PASS
107,22:00,ucs,667.351018,667.351018,PASS
107,22:00,astar,667.351018,667.351018,PASS
108,22:00,ucs,441.741286,441.741286,PASS
108,22:00,astar,441.741286,441.741286,PASS
109,22:00,ucs,572.820750,572.820750,PASS
109,22:00,astar,572.820750,572.820750,PASS
110,22:00,ucs,272.013446,272.013446,PASS
110,22:00,astar,272.013446,272.013446,PASS
111,22:00,ucs,463.873732,463.873732,PASS
111,22:00,astar,463.873732,463.873732,PASS
112,22:00,ucs,582.834375,582.834375,PASS
112,22:00,astar,582.834375,582.834375,PASS
113,22:00,ucs,513.549464,513.549464,PASS
113,22:00,astar,513.549464,513.549464,PASS
114,22:00,ucs,478.806054,478.806054,PASS
114,22:00,astar,478.806054,478.806054,PASS
115,22:00,ucs,535.162929,535.162929,PASS
115,22:00,astar,535.162929,535.162929,PASS
116,22:00,ucs,378.789875,378.789875,PASS
116,22:00,astar,378.789875,378.789875,PASS
117,22:00,ucs,336.662143,336.662143,PASS
117,22:00,astar,336.662143,336.662143,PASS
118,22:00,ucs,569.600839,569.600839,PASS
118,22:00,astar,569.600839,569.600839,PASS
119,22:00,ucs,406.951125,406.951125,PASS
119,22:00,astar,406.951125,406.951125,PASS
120,22:00,ucs,428.404786,428.404786,PASS
120,22:00,astar,428.404786,428.404786,PASS
121,22:00,ucs,446.664500,446.664500,PASS
121,22:00,astar,446.664500,446.664500,PASS
122,22:00,ucs,725.529536,725.529536,PASS
122,22:00,astar,725.529536,725.529536,PASS
123,22:00,ucs,326.923143,326.923143,PASS
123,22:00,astar,326.923143,326.923143,PASS
124,22:00,ucs,331.136250,331.136250,PASS
124,22:00,astar,331.136250,331.136250,PASS
125,22:00,ucs,287.236179,287.236179,PASS
125,22:00,astar,287.236179,287.236179,PASS
126,22:00,ucs,399.206696,399.206696,PASS
126,22:00,astar,399.206696,399.206696,PASS
127,22:00,ucs,527.605929,527.605929,PASS
127,22:00,astar,527.605929,527.605929,PASS
128,22:00,ucs,525.051196,525.051196,PASS
128,22:00,astar,525.051196,525.051196,PASS
129,22:00,ucs,489.487304,489.487304,PASS
129,22:00,astar,489.487304,489.487304,PASS
130,22:00,ucs,653.194196,653.194196,PASS
130,22:00,astar,653.194196,653.194196,PASS
131,22:00,ucs,722.860268,722.860268,PASS
131,22:00,astar,722.860268,722.860268,PASS
132,22:00,ucs,280.272429,280.272429,PASS
132,22:00,astar,280.272429,280.272429,PASS
133,22:00,ucs,480.177429,480.177429,PASS
133,22:00,astar,480.177429,480.177429,PASS
134,22:00,ucs,271.273089,271.273089,PASS
134,22:00,astar,271.273089,271.273089,PASS
135,22:00,ucs,243.520500,243.520500,PASS
135,22:00,astar,243.520500,243.520500,PASS
136,22:00,ucs,345.057732,345.057732,PASS
136,22:00,astar,345.057732,345.057732,PASS
137,22:00,ucs,425.600625,425.600625,PASS
137,22:00,astar,425.600625,425.600625,PASS
138,22:00,ucs,343.767500,343.767500,PASS
138,22:00,astar,343.767500,343.767500,PASS
139,22:00,ucs,384.869875,384.869875,PASS
139,22:00,astar,384.869875,384.869875,PASS
140,22:00,ucs,215.442500,215.442500,PASS
140,22:00,astar,215.442500,215.442500,PASS
141,22:00,ucs,175.638143,175.638143,PASS
141,22:00,astar,175.638143,175.638143,PASS
142,22:00,ucs,664.569732,664.569732,PASS
142,22:00,astar,664.569732,664.569732,PASS
143,22:00,ucs,407.436929,407.436929,PASS
143,22:00,astar,407.436929,407.436929,PASS
144,22:00,ucs,205.552143,205.552143,PASS
144,22:00,astar,205.552143,205.552143,PASS
145,22:00,ucs,415.767500,415.767500,PASS
145,22:00,astar,415.767500,415.767500,PASS
146,22:00,ucs,441.032000,441.032000,PASS
146,22:00,astar,441.032000,441.032000,PASS
147,22:00,ucs,396.978804,396.978804,PASS
147,22:00,astar,396.978804,396.978804,PASS
148,22:00,ucs,488.748679,488.748679,PASS
148,22:00,astar,488.748679,488.748679,PASS
149,22:00,ucs,310.745125,310.745125,PASS
149,22:00,astar,310.745125,310.745125,PASS
150,22:00,ucs,493.122500,493.122500,PASS
150,22:00,astar,493.122500,493.122500,PASS
151,22:00,ucs,686.342286,686.342286,PASS
151,22:00,astar,686.342286,686.342286,PASS
152,22:00,ucs,522.848911,522.848911,PASS
152,22:00,astar,522.848911,522.848911,PASS
153,22:00,ucs,294.959554,294.959554,PASS
153,22:00,astar,294.959554,294.959554,PASS
154,22:00,ucs,335.088929,335.088929,PASS
154,22:00,astar,335.088929,335.088929,PASS
155,22:00,ucs,395.994286,395.994286,PASS
155,22:00,astar,395.994286,395.994286,PASS
156,22:00,ucs,694.159946,694.159946,PASS
156,22:00,astar,694.159946,694.159946,PASS
157,22:00,ucs,333.001786,333.001786,PASS
157,22:00,astar,333.001786,333.001786,PASS
158,22:00,ucs,433.636500,433.636500,PASS
158,22:00,astar,433.636500,433.636500,PASS
159,22:00,ucs,571.300000,571.300000,PASS
159,22:00,astar,571.300000,571.300000,PASS
160,22:00,ucs,437.542929,437.542929,PASS
160,22:00,astar,437.542929,437.542929,PASS
161,22:00,ucs,259.602357,259.602357,PASS
161,22:00,astar,259.602357,259.602357,PASS
162,22:00,ucs,223.997429,223.997429,PASS
162,22:00,astar,223.997429,223.997429,PASS
163,22:00,ucs,374.189143,374.189143,PASS
163,22:00,astar,374.189143,374.189143,PASS
164,22:00,ucs,559.265286,559.265286,PASS
164,22:00,astar,559.265286,559.265286,PASS
165,22:00,ucs,461.737000,461.737000,PASS
165,22:00,astar,461.737000,461.737000,PASS
166,22:00,ucs,505.836875,505.836875,PASS
166,22:00,astar,505.836875,505.836875,PASS
167,22:00,ucs,581.113661,581.113661,PASS
167,22:00,astar,581.113661,581.113661,PASS
168,22:00,ucs,288.097625,288.097625,PASS
168,22:00,astar,288.097625,288.097625,PASS
169,22:00,ucs,546.383518,546.383518,PASS
169,22:00,astar,546.383518,546.383518,PASS
170,22:00,ucs,880.256500,880.256500,PASS
170,22:00,astar,880.256500,880.256500,PASS
171,22:00,ucs,512.787054,512.787054,PASS
171,22:00,astar,512.787054,512.787054,PASS
172,22:00,ucs,387.099357,387.099357,PASS
172,22:00,astar,387.099357,387.099357,PASS
173,22:00,ucs,313.131875,313.131875,PASS
173,22:00,astar,313.131875,313.131875,PASS
174,22:00,ucs,444.496857,444.496857,PASS
174,22:00,astar,444.496857,444.496857,PASS
175,22:00,ucs,629.880286,629.880286,PASS
175,22:00,astar,629.880286,629.880286,PASS
176,22:00,ucs,575.650196,575.650196,PASS
176,22:00,astar,575.650196,575.650196,PASS
177,22:00,ucs,368.404571,368.404571,PASS
177,22:00,astar,368.404571,368.404571,PASS
178,22:00,ucs,364.753232,364.753232,PASS
178,22:00,astar,364.753232,364.753232,PASS
179,22:00,ucs,574.681089,574.681089,PASS
179,22:00,astar,574.681089,574.681089,PASS
180,22:00,ucs,437.144250,437.144250,PASS
180,22:00,astar,437.144250,437.144250,PASS
181,22:00,ucs,161.061286,161.061286,PASS
181,22:00,astar,161.061286,161.061286,PASS
182,22:00,ucs,545.906071,545.906071,PASS
182,22:00,astar,545.906071,545.906071,PASS
183,22:00,ucs,257.957000,257.957000,PASS
183,22:00,astar,257.957000,257.957000,PASS
184,22:00,ucs,299.821071,299.821071,PASS
184,22:00,astar,299.821071,299.821071,PASS
185,22:00,ucs,342.764429,342.764429,PASS
185,22:00,astar,342.764429,342.764429,PASS
186,22:00,ucs,598.360946,598.360946,PASS
186,22:00,astar,598.360946,598.360946,PASS
187,22:00,ucs,325.657554,325.657554,PASS
187,22:00,astar,325.657554,325.657554,PASS
188,22:00,ucs,513.358000,513.358000,PASS
188,22:00,astar,513.358000,513.358000,PASS
189,22:00,ucs,218.566946,218.566946,PASS
189,22:00,astar,218.566946,218.566946,PASS
190,22:00,ucs,241.205750,241.205750,PASS
190,22:00,astar,241.205750,241.205750,PASS
191,22:00,ucs,710.265214,710.265214,PASS
191,22:00,astar,710.265214,710.265214,PASS
192,22:00,ucs,263.069643,263.069643,PASS
192,22:00,astar,263.069643,263.069643,PASS
193,22:00,ucs,171.718000,171.718000,PASS
193,22:00,astar,171.718000,171.718000,PASS
194,22:00,ucs,476.126375,476.126375,PASS
194,22:00,astar,476.126375,476.126375,PASS
195,22:00,ucs,561.038357,561.038357,PASS
195,22:00,astar,561.038357,561.038357,PASS
196,22:00,ucs,141.235000,141.235000,PASS
196,22:00,astar,141.235000,141.235000,PASS
197,22:00,ucs,427.398000,427.398000,PASS
197,22:00,astar,427.398000,427.398000,PASS
198,22:00,ucs,628.510250,628.510250,PASS
198,22:00,astar,628.510250,628.510250,PASS
199,22:00,ucs,396.286804,396.286804,PASS
199,22:00,astar,396.286804,396.286804,PASS
